record_id,title,class_no_book_no,intent,depth,publisher,pages
1b52bf9ba79b3f11a3feb60688d54929,Office 2000 in Easy Steps,005.369 cop,,,,186 p.;
8dac636c8829e7c979b7f05b86126607,Advanced Computer Architecture: A Systems Design Approach,004.22 kai,,,,907 p.;
4ac9c8a2301057be81921aeca493d9bd,Introduction to the Constitution of India,342.02954 bas,,,,499 p.;
fcb297125fd4c9e2ee866d32b3c031e4,IBM PC and Clones,621.398 gov,,,,231 p.;
48aa944df3baf6fe26a6334ef4564e37,introduction to data structures with applications,005.73 tre,,,,861 p.;
e408ceff86e91b40518f8db2f128a90f,Programming Language Pragmatics,005.13 sco,,,,856 p.;
42d0133fd75b41624c3e08ce58ee2816,Electronic Circuits,621.3817 sch,,,,936 p.;
250d945e8f205254868ee461a155b6f5,Principles of Digital Communication,621.382 das,,,John Wiley & Sons,645 p.;
5c07883c12b8083f52bbf2f283b63d75,concepts of modern physics,539 bei,,,,534 p.;
6ba5de18ae0bc3d6dd66c0fb870e8c24,principles of digital communication,621.382 das,,,,645 p.;
c4a3c5370d3add4e902223176457312a,C++ how to Program,005.13 dei,,,,1168 p.
afc73fdedb9b2f44bc44099e80d72aab,computer programming in c,005.1 raj,,,,363 p.;
8c35bb8e45f0e83eeddc1b2bce2e8958,computer organization and architecture : designing for performance,004.22 sta,,,,748 p.;
56dd3ebce1052ec85ec13a597e746f6c,how to solve it by computer,519.4 dro,,,,442 p.;
447852c8a7b63b4f34724ab694c06721,java how to program,005.133 dei,,,,1355 p.;
e32766d2b9b2213a2a9746b561d7bca1,perl and cgi for the world wide web,005.73 cas,,,,272 p.;
1151209afb8c74e728e951f54823cecd,c++ programming bible,005.13 ste,,,,839 p.;
97692ad281d31faffc0af61ccb942272,kaizen strategies for successful organizational change,658.4 col,,,,193 p.;
d7da6f1cc1024e540b888fc1a052804e,"genetic algorithms in search, optimization and machine learning",006.31 gol,,,,412 p.;
0479c29a3735b339bbcc9ccc0aced53c,Fundamentals Of Database Systems,005.74 elm,,,,955 p.;
8e86ed576eeb72f073b97b192ce6bae2,business practices of successful indian exporters,658.848 exp,,,,198 p.;
6387af8e0bc227f49a48e88398d5fc25,signals and systems : continuous and discrete,621.38223 zie,,,,622 p.;
5684a42ca023da74e1e1ee7e59c9b71c,kaizen strategies for improving team performance : how to accelerate team development and enhance team productivity,658.4 col,,,,222 p.;
0d0c85d890d92815be629f0db0eeabcd,RF Circuit Design,621.38412 lud,,,,641 p.;
eb09cd4c0d2d69c6de9da423a0f7c604,introduction to telecommunications,621.382 col,,,,592 p.;
f6af274c9a66b816a51b703cd6b667b0,fiber-optic communications technology,621.38275 myn,,,,750 p.;
05f48e3f0c5ad085f3dec0635b25f11a,"data communications, networks and systems",621.3981 bar,,,,359 p.;
80c08605e752c424ead5501c38575a27,beginning perl,005.74 coz,,,,646 p.;
5b16c5e2c77427642a7fcd4ec3b0834b,apache-web server administration and e-commerce handbook,005.74 haw,,,,359 p.;
7180a1ef39caa4155db127ec007a04e1,professional linux programming,005.754 mat,,,,1155 p.;
f07c72c919af54d994daefdce7dde367,Computer Algorithms,005.1 baa,,,,688 p.;
c0f17d64ee0c1cbbc76068fb42d46ed3,understanding digital signal processing,621.3822 lyo,,,,517 p.;
76f04dd44050a718113a11d856460441,beginning c++,005.13 hor,,,,953 p.
a6a374f579ab81ce05bb51fc31fc3727,Theory and Problems of Advanced Calculus,515 spi,,,Schaum's Outline Series,384 p.;
436a359823ea65f6fd218863ea480616,Calculus,515 ayr,,,,578 p.;
6e3ca11a53548dc72bf6fb72fd0484bd,Complex Variables,515.19 spi,,,Schaum's Outline Series,313 p.;
a4b00a66f13561fc917392df59c52109,Schaum's Outline of Theory and Problems of Differential Equations,515.35 bro,,,McGraw Hill Professional,358 p.;
a285ac5ac69d653e0d9473743a263c9a,theory and problems of general topology,514 lip,,,,238 p.;
24a82a76dc5d805d26fa46d07e6211c0,"Schaum's Outline of Mathematical Handbook of Formulas and Tables, 4th Edition",510 spi,,,McGraw Hill Professional,278 p.;
92d67fed06197e9837404fe424559c3a,theory and problems of discrete mathematics,510 lip,,,,528 p.;
fa8a092e05bffe9eac9e3294debf7170,signals and systems,621.3822 opp,,,,957 p.;
f27ce68ec8b6fdc37b4a97b14674d0bd,theory and problems of matrices,512.8 ayr,,,,218 p.;
f6cb65d6142674ab3f83810ac055e581,Schaum's Outline of Theory and Problems of Probability and Statistics,519.2 spi,,,,372 p.;
de2e2005fe7a4de08277010b87688905,Statistics,519.5 spi,,,,538 p.;
b87796a6508b472bf05b886762a43159,Web Page Design in Easy Steps: A Site Better Than The Rest (Second Edition),005.756 pat,,,Dreamtech Press,491 p.;
fc94a515dff4e07dbc13aa4f72bf94c9,java rmi : remote method invocation,005.73 dow,,,,288 p.;
d4bb512a0a6cf777c869a925f1a99b43,teach yourself xml,005.74 edd,,,,510 p.;
0cf229aedeb7c20414e834e0129ca3b9,xml programming reference,005.74 edd,,,,860 p.;
0375325c65a9e557e69e707b389ca3f1,theory and problems of probability,519.2 lip,,,,311 p.;
8d9a01f27b644847efccf493161fd11e,C++ Programming Black Book + With CD,005.13 hol,,,Dreamtech Press,799 p.
654c69cf6f6ba91ed4e6d9d93e842029,dreamweaver 4 bible,005.447 low,,,,1178 p.;
1f8d5e1170bde6f538011524c7ff1147,mysql/php database applications,005.74 gre,,,,595 p.;
061ebce826d4b4996f66ca3cbff9b6b5,com+ and xml : asp.net on the edge : unlimited edition,005.72 lei,,,,436 p.;
8898d357618434a7c8f9caeff64894eb,The Unofficial Guide to Starting a Business Online,650 ric,,,,414 p.;
bee37b69f926be5900513d3d770c75c6,Advanced Computer Architecture,004.22 hwa,,,,770 p.;
e2071b80f02439d95cf10160e4db4293,C# Programming,005.13 har,,,,393 p.
2a47fcfcfed5d27dca296c1db21f5856,corba for dummies,005.276 sch,,,,381 p.;
8c634ff9a0976aff38df334be26641b9,"data structures, algorithms, and applications in c++",005.133 sah,,,,824 p.;
0fc34ac55f244368cffa70ddf826249f,Using Information Technology,621.382 wil,,,Irwin Professional Publishing,610 p.;
be1ee95411599a9e588fb38aa5b8c35d,professional oracle 8i application programming,005.74 awa,,,,1275 p. ;
cde0b5e4bd4d7911958b7126acf4453f,"PRO JSP,",005.72 ave,,,Apress,"xxv, 897 p.;"
eb1ce32286279065c0a2f60841e30fe5,beginning java objects: from concept to code,005.73 bar,,,,669 p.;
da2b3a89618f818aa6949adba1a39b2b,professional java xml,005.73 mye,,,,772 p.;
1a10887ae236e6c3cda191e0d4248e66,introducing net,005.754 con,,,,449 p.;
d9b60bb55612ad2ba830309024717ee3,Professional Wap,005.754 are,,,,813 p.;
c43c34e22ac732c64fe9e6b0670969fb,professional xml,005.754 and,,,,1169 p.;
61b8ab0da3a97556dde1af110f5a4c64,professional sql server 2000 dts,005.74 cha,,,,856 p.;
d9d32ca103462da1f965ff930e700740,beginning asp databases,005.74 kau,,,,824 p.;
f11e3c10e07875341763b4143b90bfba,professional java 2 enterprise edition with bea weblogic server,005.73 gom,,,,509 p.;
b8900033b53de6b2c2da982c1d7a8312,Operating Sys:A Dsgn Oriented Appr,005.43 cro,,,Tata McGraw-Hill Education,844 p.;
1d310deb3a674f0fcd92161d8b159799,oracle web development,005.74 bro,,,,1119 p.;
b7d9342df9d805a45d141c992c7ae8b9,systems programming and operating systems,005.42 dha,,,,658 p.;
55f86f77b6b0487099518986ac23936b,Oracle8i Data Warehousing,005.74 cor,,,McGraw-Hill Companies,831 p.;
92b7fa7cd283473f20ba6ce5c66e6e27,oracle 8 tuning,005.74 cor,,,,608 p.;
3b56ed66298947dde6d73d1d1d308055,data structures and algorithms,005.73 aho,,,,427p.;
058646954609c079605494563e8b9871,"beginning java 2, jdk 1.3 edition",005.133 hor,,,,1233 p.;
252ebbfc2b4ca62b78d3da7a85ad670e,The Design And Analysis Of Computer Algorithms,005.1 aho,,,,470 p.;
079c221d0d76a3c4447b229926f6411b,xml applications,005.74 bou,,,,648 p.;
9850c6811f39090f441124999a61503d,advanced programming for the java 2 platform,005.73 aus,,,,381 p.;
2acd44b9f3ce79dd9f1d013ae8947bb5,internet security protocols : protecting ip traffic,004.678 bla,,,,286 p.;
f68aecb7fa19a405618c89415069e4e6,essential xml,005.74 box,,,,368 p.;
f07c08685efb5a11c2bd794f0af7bdfe,data warehousing in the real world,005.74 ana,,,,352 p.;
eb78579cb51a776f7bfd2359bbf06e05,computer systems organization and architecture,004.22 car,,,,584 p.;
20fd713cca57ef4d3dd3004fbab24696,building web applications with uml,005.72 con,,,,300 p.;
2fddfeb48daecc448805c456d7a82788,bluetooth: connect without cables,621.382 bra,,,,495 p. ;
cf6e7735c28705acd359f20ab69a8802,distributed systems : concepts and design,004.3681 cou,,,,644 p.;
3a950ee827acedc236fa569e7431f7a6,C++,005.133 dei,,,,1253 p.;
8c096e53c3ee6770567e5318f267b08c,internet and world wide web,004.678 dei,,,,1157 p.;
99fd7a9a89be6cc599a2c726d74655ef,xml how to program,005.754 dei,,,,934 p.;
9781f17c86bda981b291e6feb5fdd660,introduction to object-oriented programming,005.117 bud,,,,452 p.;
9d1160245aa41924c5a040d7842ff67e,ip telephony : the integration of robust voip services,621.385 dou,,,,331 p.;
b66c007f33ed24b2e7ff1c2bad5b8d82,digital image processing : a practical introduction using java,621.367 eff,,,,340 p.;
fbaf639b32cafbe67f5e556b5df41e89,web programming with asp and com,005.2762 cro,,,,393 p.;
497a72adf3ecef2c46fd597c03a6545f,solaris security,621.389 gre,,,,291 p.;
4bdb5eb2a8b4dbd346d98828bc573dee,real-time uml,005.117 dou,,,,328 p.;
9cc6c34fa41460212f7824e934109434,ip telephony,621.385 her,,,,456 p.;
0760e5a2415158997a14a64bee171c6d,Managing the Software Process,005.1 hum,,,,494 p.;
94d4de4e483bdfc1d1b01a927767a29b,object-oriented software engineering : a use case driven approach,005.117 jac,,,,528 p.;
97ecf5bda95e7c510da3a7301423d64f,electronic commerce : a manager's guide,658.800285 kal,,,,431 p.;
f8e83f2c126c24d4e01ba16f083f9c8d,core java 2: volume 2 - advanced features,005.133 hor,,,,"xxvi, 1204 p.;"
91d41181aa3c20db76620ab71745abb1,unified software development process,005.1 jac,,,,463 p.;
3335c0239e46123188158c9e447d29b3,cmm in practice,005.1 jal,,,,372 p.;
ed16f63df06b1cc4965de5e0b09e12b5,frontiers of electronic commerce,650.0285 kal,,,,850 p.;
e5440df453caafdffa1c3b296b39dbd5,concurrent programming in java : design principles and patterns,005.73 lea,,,,411 p.;
60231acde521d7ef8cd3e85c24c6770e,b2b application integration,658 lin,,,,408 p.;
dcb6f919e3378649cabc8a5a15797014,managing software requirements,005.1 lef,,,,491 p.;
58dd9ad0d391e5f82364ab3c4be2e1d1,computer networking : a top-down approach featuring the internet,004.678 kur,,,,712 p.;
240962d583c38de539c227dc18cc1a1b,enterprise modeling with uml,005.117 mar,,,,259 p.;
493cf69fc84c9ef3bb19558068b804b7,unified modeling language reference manual,005.117 rum,,,,550 p.;
dcbd66b272c78794752a28e190ea60ac,using uml software engineering with objects and components,005.117 ste,,,,256 p.;
239429e73446208695afec656ea4c567,software project management,005.1 roy,,,,406 p.;
c41eba645e2d2415bcdbd219a37b939e,dynamic html,005.711 rul,,,,265 p.;
b8f0a3407b1a4f7183607f608deca711,e-business with net.commerce,658.15 shu,,,,718 p.;
8877923ecef21de333657f3a2d049f42,visual modeling with rational rose 2000 and uml,005.117 qua,,,,256 p.;
d0048df04e23d8c6bd818dff0d52aed4,wap - wireless application protocol,004.6 sin,,,,678 p.;
67131532986891e800053c6bae46e644,application-specific integrated circuits,621.382 smi,,,,1026 p.;
2216e8e97c4003ddca60c3fe1ec0c29c,internet cryptography,004.678 smi,,,,356 p.;
43080a5076ae26f402434cf3755883ee,isdn and broadband isdn with frame relay and atm,004.62 sta,,,,542 p.;
6db8182fc42945d11474b81a13bf18a6,An Embedded Software Primer,005.1 sim,,,,424 p.;
80f6cd2ae579ee70ace419b4e7232277,UNIX Network Programming,005.712768 ste,,,,1009 p.;
f516bab17efd0cb2c144e0ef24c822e3,unix network programming : interprocess communications. volume 2,005.712768 ste,,,,558 p.;
f04aeb0498695f5c33859d2566218d25,tcp/ip illustrated,005.754 ste,,,,576 p.;
5baedc2b73c2fd9d6b627527f1531a0a,principles of cmos vlsi design,621.3815 wes,,,,713 p.;
0c67393660ea83f95d3c0dd482664be9,java design patterns : a tutorial,005.133 coo,,,,329 p.;
5d0ad93b05e033520d596e2a63eec3f6,logic and computer design fundamentals,621.395 man,,,,650 p.;
81eb55ff8ffa22eff85598fb510e437a,core php programming using php to build dynamic web sites,005.754 atk,,,,769 p.;
61cd61823d80e003d5c76b0daf1613c8,inside servlets : server-side programming for the java platform,005.73 cal,,,,434 p.;
95e30aade9d66e0efef8a2c41f7632bf,e-business and is solutions,658 buf,,,,256 p.;
8503caa5d376bf8025f904b6b6e27e84,Essential Php For Web Professionals,005.74 cos,,,,168 p.;
be79f473541e5ac160db87d6b8ae6e88,web business engineering,658 flo,,,,219 p.;
590a6af97f1b98b6a8050a395819a7e1,xml handbook,005.74 gol,,,,639 p.;
670bcc184c98c4ef03a7d0b53359758e,database system implementation,005.74 gar,,,,653 p.;
47d5e19bab584f99f7b62e2dde1ba815,atm networks,004.6 han,,,,327 p.;
690ffc205ed3ee7bfb3a2fcb3c5e7978,Core Jini,004.62 edw,,,,962 p.;
eb2f0a2540b585e9b977e14d80086c9c,java tutorial continued,005.73 cam,,,,950 p.;
1cd32f9578cae47ac3161197729e9a37,Algorithmics,005.1 har,,,,476 p.;
dee98fe50f479224cbe4f4807a1a7515,software fundamentals,005.1 hof,,,,664 p.;
a25d4a70e049c49986547c19142ef937,"Introduction to Automata Theory, Languages, and Computation",511.3 hop,,,,"vii, 254 p.;"
35294e2de302fb95012606fcf2379139,introduction to geographical information systems,910.285 hey,,,,279 p.;
e41a79333e14c7d1d15e3942e36da6e9,server-side javascript : developing integrated web applications,005.73 hus,,,,316 p.;
ea11008e7c040929f0385333b0b1adb9,computer ethics,621.39 joh,,,,240 p.;
58ed8f107b1876eca1889ec82546e149,programming the internet with java,005.2762 inc,,,,387 p.;
c1faa3b69050e10371573e43f7e11a6d,designing enterprise applications with the java 2 platform,005.73 kas,,,,341 p.;
cfdfa451d2a1c1d68ab96629e45dd9de,latex: a document preparation system. user's guide and reference manual,686.225 lam,,,,272 p. ;
3a8d88c2949346f83ac4ea2f19853769,software architect bootcamp,005.1 mal,,,,320 p.;
ad0fdb6c7e9067b77ba73a6867234f4a,applying uml and patterns : an introduction to object-oriented analysis and design,005.117 lar,,,,507 p.;
732358bc84be428bc0c32a9629fb10d3,tcl and tk toolkit,005.42 ous,,,,458 p.;
64e970794b64f36333deb6fe635729ff,java virtual machine specification,005.73 lin,,,,473 p.;
e171f05e2fe5eadf028dc1c28125386c,fundamentals of object-oriented design in uml,005.117 pag,,,,458 p.;
cf92d23b75fc03e64cfc6bf2860a793e,"genetic algorithms for vlsi design, layout & test automation",005.1 maz,,,,338 p.;
f267035d632ab2f5270b528538fd3c2d,javaserver pages,005.73 pek,,,,282 p.;
96fa7060e5dc9756c321d22c8e6ff00f,java 2 network security,005.8 pis,,,,713 p.;
a99720d017bff57a04b8591746a7fea2,mastering the requirements process,004.3 rob,,,,404 p.;
4c3b29f62721857e9e4b3c6785cebb9c,java server and servlets,005.73 ros,,,,429 p.;
e0942ee52f115dd36105421f684ca5ee,algorithms in c++,005.13 sed,,,,716 p.;
29167ea227479a5c44c10492c73b12e9,win32 programming,005.437 rec,,,,1529 p.;
90e4f00c046578d75b7ca914ea35ff14,algorithms in c,005.133 sed,,,,702 p.;
d31b2a88afece29c00b2778969bb686b,enterprise corba,005.117 sla,,,,366 p.;
beef1dc3b0cd3b43c1e889888031e22a,network securitry essentials,005.8 sta,,,,366 p.;
b527a96aef8b8e68a92108e96bb5e412,practical guide to solaris,005.754 sob,,,,1112 p.;
3aa1bb3188b39418462bfe3623ff5d11,Killer Content: Strategies For Web Content & E-Commerce,658.478 tom,,,,213 p.;
0e190106d96d5f97045d5a5e41214d20,"multimedia : computing, communications and applications",006.6 ste,,,,"xxvi, 854 p.;"
8d57bc5674ab84a6d6350676e9fb35bc,core swing advanced programming,005.13 top,,,,930 p.;
194f9b52f3a6e1f19497d3e2f138a1a7,decision support systems and intelligent systems,658.478 tur,,,,867 p.;
8092259d1b7129f257a71bbcd8e3ebba,supply chain management,658.8702 cho,,,,457 p.;
982495506126e6477caefad17d6caeec,electronic commerce : a managerial perspective,658.84 tur,,,,520 p.;
df74a762c23129f060dbf2c4a5e0b500,first course in database systems,005.74 ull,,,,470 p.;
34b01e74c8d5783741abc5a8c62e094f,mastering microsoft internet information,004.678 dys,,,,813 p.;
ad8af3d50544b43dc21f81ca40065ef7,total quality management,658.4013 bes,,,,533 p.;
b86d2dedea8308a51a5557b010060045,com+ programming from the ground up,005.437 mic,,,,652 p.;
4eddc638e75111c0e54563296acc58b6,computer networks,004.6 tan,,,,813 p.;
aed641fa31e3cced7ae4c037c6796897,compiler design in c,005.1 hol,,,,524 p.;
90ed2e3b8184d3382401e05afc821e0c,Database Management And Design 2Nd Ed.,005.74 han,,,,582 p.;
2cecaedf2858c7bb7f0046b8d50efe2a,computer organization and architecture : designing for performance,004.22 sta,,,,682 p.;
ef15fd6b5c2175efd30620618c7a587b,"internetworking with tcp/ip volume 2 : design, implementation and internals",004.678 com,,,,"xx, 612 p.;"
89132587293128dfa32ce746ca0cd802,java faq,005.133 kan,,,,"ix, 324 p.;"
06dbe1cc9d5aba4f5ec0d63e5e79f13c,internetworking with tcp/ip. volume 3 : client-server programming and applications,004.678 com,,,,"xxiv, 498 p.;"
18c46fe8c20a459b1d1fb92bd1ff6155,Modern Operating Systems,005.432 tan,,,,728 p.;
5f44c4ba6cce619d2bb09a65e6671540,Modern Structured Analysis,005.113 you,,,,672 p.;
1c1b086050b7ea5b4cf2fa3016bcc22e,introduction to high-performance scientific computing,502.85411 fos,,,,760 p.;
e1d84074220490ee06956df7da6a253f,parallel computers,004.35 raj,,,,376 p.;
b3d0b1b899fb7ae521c8f34e42d26d8a,Practical Parallel Programming,004.35 wil,,,,654 p.;
506efce9bb09e55ba5063f799b29406a,unix programming environment,005.754 ker,,,,357 p.;
15eba231acba2452bf61731ba3a41b9b,Practical Network Cabling,621.398 der,,,,258 p. ;
b8c7cfea79762598db97100759b97024,practical networking,004.68 der,,,,258 p.;
cdc498df2dfee5f56a14e378abf5c641,Special Edition Using Microsoft TCP/IP,005.754 ray,,,,797 p.;
239c4a3f1f3b30cadfae3a46bbe376ae,operating systems,005.43 sta,,,,701 p.;
d2b369048e8ad8c2dd479ee78fdb571d,Unix Networking,005.754 koc,,,,400 p.;
3196165851c4f32d701093e66b952f72,java 2 from scratch,005.133 hai,,,,680 p.;
3408e1679ab981cb650e1d054d182348,tom swan's gnu c++ for linux,005.13 swa,,,,831 p.;
eff16b0d5e6e037f36b282b947dd6911,webclasses from scratch,005.74 lib,,,,288 p.;
89f7df693105c0b8bd3c89a829fea94e,using the internet,004.678 hon,,,,728 p.;
03da62a579d309263d26e57527b9ff74,xml web documents from scratch,005.74 lib,,,,272 p.;
009b3105a60f5d88f8ddf7ff7c25f088,data warehousing with microsoft sql server 7.0 technical reference,005.7585 stu,,,,446 p.;
4211b9e425cf6fd6a683537d3a47091a,deploying microsoft exchange server 5.5,004.3 hay,,,,568 p.;
61337b7d6055ca1b757df11291f1bb0c,using java 2 platform,005.73 web,,,,1414 p.;
e2aa63c2a6f493a3615ef0816e2471c6,active directory services for microsoft windows 2000,005.437 ise,,,,464 p.;
0e60ec4fdf64a87b8792f9014e6ed46f,Deploying Ms Sql Server 7.0 Notes From The Field,005.754 hay,,,,570 p.;
b5cbc895db7aed1ab955bac105e692d7,deploying microsoft office 2000,005.369 hay,,,,387 p.;
90bea3538995c914c57f787644f28b3f,desktop applications with microsoft visual c++ 6.0,005.13 mic,,,,685 p.;
9b9266f585e10a513b5cd15aa8018fb1,dynamic html in action,005.711 sch,,,,497 p.;
a54fca9b9299b7205bfc1e31b8bdb748,e-commerce strategies,658 tre,,,,341 p.;
042e6985d6d68d20cef2a78cc3083434,microsoft commerce solutions,005.7 mic,,,,732 p.;
2b61cbbdcfee1f9bde4e727045cb7ff2,Small Business Solutions E Commerce,658 kie,,,,371 p.;
a30cf3521a66b246cda499689f505b6a,international dictionary of data communications,004.6 sai,,,,409 p.;
4f40adec36919fdb9443fb07c367cdf3,official microsoft intranet solutions,004.678 mic,,,,682 p.;
d9e63bea9ae2fb1b43f0f704bc9be61e,optimizing network traffic,005.754 hay,,,,535 p.;
707a44c6ab481d33c7ae377c338b4574,distributed applications with microsoft visual c++ 6.0,005.13 mic,,,,812 p.;
6068741d6008155e64ba157ee5f368e4,microsoft encyclopedia of networking,005.754 tul,,,,1470 p.;
6a39aab364ccf0320ca4e2349789f148,microsoft web publishing : step by step interactive,006.7 mic,,,,331 p.;
32a9f381cda9ce0486fc4b93aad70d22,running microsoft internet information server,004.6 pow,,,,739 p.;
662a3a9c559e80ca5584273ee59aaeac,xml in action,005.74 par,,,,329 p.;
f5a615569d34656ee493ee6f4a88ebf1,Operating Systems Design and Implementation,005.43 tan,,,,939 p.;
10780b90742ac543a7e811d2ae8698f9,understanding thin-client/server computing,005.1 kan,,,,261 p.;
c0f2d187da41d90f767040df87f11f3e,web database development : step by step,005.74 buy,,,,490 p.;
58a84da84edc363dc6d04b0b31df00d1,The Design of the UNIX Operating System,005.432 bac,,,,471 p.;
5fb964aaf34e962af0aee1dc057dd466,step by step xml,005.74 you,,,,382 p.;
9d5ddbc61d4475408525deddc93d4929,Web Advertising & Marketing,659.1 kue,,,,536 p.;
0f07b519368e92acbba3e1e63eb82a83,Understanding Data Communications,621.3981 hel,,,,619 p.;
4063e1469a7563a57658e12dfd3e35ff,Internet: Tcr Millenium Editio,004.678 you,,,Tata McGraw-Hill Education,"xxxvi, 956 p.;"
